Category	Size	ExpCount	Count	OddsRatio	Pvalue	PvalueAdj	Genes
GSE17974_CTRL_VS_ACT_IL4_AND_ANTI_IL12_2H_CD4_TCELL_UP	185	0.491926	1	2.04695	0.389553	0.543226	DNAJC4
GSE19825_CD24LOW_VS_IL2RA_HIGH_DAY3_EFF_CD8_TCELL_UP	185	0.491926	1	2.04695	0.389553	0.543226	PRKRA
GSE26928_CENTR_MEMORY_VS_CXCR5_POS_CD4_TCELL_UP	185	0.491926	1	2.04695	0.389553	0.543226	STX4
GSE27786_NKCELL_VS_MONO_MAC_UP	185	0.491926	1	2.04695	0.389553	0.543226	ACAT1
GSE27786_NKCELL_VS_MONO_MAC_DN	185	0.491926	1	2.04695	0.389553	0.543226	RNF14
GSE32423_MEMORY_VS_NAIVE_CD8_TCELL_IL7_DN	185	0.491926	1	2.04695	0.389553	0.543226	FASTKD1
GSE32423_CTRL_VS_IL7_MEMORY_CD8_TCELL_DN	185	0.491926	1	2.04695	0.389553	0.543226	UQCRC2
GSE36476_YOUNG_VS_OLD_DONOR_MEMORY_CD4_TCELL_16H_TSST_ACT_UP	185	0.491926	1	2.04695	0.389553	0.543226	STX4
GSE37416_CTRL_VS_3H_F_TULARENSIS_LVS_NEUTROPHIL_DN	185	0.491926	1	2.04695	0.389553	0.543226	FAM162A
GSE37416_CTRL_VS_6H_F_TULARENSIS_LVS_NEUTROPHIL_DN	185	0.491926	1	2.04695	0.389553	0.543226	FAM162A
GSE7460_CD8_TCELL_VS_TREG_ACT_DN	185	0.491926	1	2.04695	0.389553	0.543226	ACO2
GSE9988_ANTI_TREM1_VS_CTRL_TREATED_MONOCYTES_UP	185	0.491926	1	2.04695	0.389553	0.543226	STX4
GSE9988_LOW_LPS_VS_VEHICLE_TREATED_MONOCYTE_UP	185	0.491926	1	2.04695	0.389553	0.543226	SOD2
GSE11864_CSF1_IFNG_VS_CSF1_PAM3CYS_IN_MAC_DN	186	0.494585	1	2.03584	0.391183	0.543226	LYN
GSE11924_TH1_VS_TH2_CD4_TCELL_DN	186	0.494585	1	2.03584	0.391183	0.543226	HSD17B12
GSE12845_IGD_POS_BLOOD_VS_DARKZONE_GC_TONSIL_BCELL_UP	186	0.494585	1	2.03584	0.391183	0.543226	TELO2
GSE13306_RA_VS_UNTREATED_MEM_CD4_TCELL_UP	186	0.494585	1	2.03584	0.391183	0.543226	SMPDL3A
GSE13485_DAY3_VS_DAY21_YF17D_VACCINE_PBMC_UP	186	0.494585	1	2.03584	0.391183	0.543226	DNAJC4
GSE13493_DP_VS_CD4INTCD8POS_THYMOCYTE_UP	186	0.494585	1	2.03584	0.391183	0.543226	ITGA5
GSE13493_CD4INTCD8POS_VS_CD8POS_THYMOCYTE_UP	186	0.494585	1	2.03584	0.391183	0.543226	TP53INP2
GSE14308_TH2_VS_TH17_DN	186	0.494585	1	2.03584	0.391183	0.543226	SDHA
GSE1460_CD4_THYMOCYTE_VS_THYMIC_STROMAL_CELL_DN	186	0.494585	1	2.03584	0.391183	0.543226	PDHX
GSE14769_UNSTIM_VS_20MIN_LPS_BMDM_UP	186	0.494585	1	2.03584	0.391183	0.543226	ZDHHC23
GSE15324_NAIVE_VS_ACTIVATED_ELF4_KO_CD8_TCELL_UP	186	0.494585	1	2.03584	0.391183	0.543226	WIPI1
GSE15750_WT_VS_TRAF6KO_DAY6_EFF_CD8_TCELL_UP	186	0.494585	1	2.03584	0.391183	0.543226	GSTK1
GSE17721_CTRL_VS_LPS_2H_BMDM_UP	186	0.494585	1	2.03584	0.391183	0.543226	COQ9
GSE17721_POLYIC_VS_PAM3CSK4_4H_BMDM_DN	186	0.494585	1	2.03584	0.391183	0.543226	ESRRA
GSE17721_LPS_VS_PAM3CSK4_4H_BMDM_DN	186	0.494585	1	2.03584	0.391183	0.543226	TP53INP2
GSE17721_4_VS_24H_GARDIQUIMOD_BMDM_DN	186	0.494585	1	2.03584	0.391183	0.543226	FAHD1
GSE17974_IL4_AND_ANTI_IL12_VS_UNTREATED_72H_ACT_CD4_TCELL_DN	186	0.494585	1	2.03584	0.391183	0.543226	ATP1B1
GSE18791_UNSTIM_VS_NEWCATSLE_VIRUS_DC_10H_UP	186	0.494585	1	2.03584	0.391183	0.543226	COQ9
GSE2706_R848_VS_R848_AND_LPS_8H_STIM_DC_DN	186	0.494585	1	2.03584	0.391183	0.543226	NUDT11
GSE2706_2H_VS_8H_R848_STIM_DC_UP	186	0.494585	1	2.03584	0.391183	0.543226	TRIM47
GSE27786_LSK_VS_NKCELL_UP	186	0.494585	1	2.03584	0.391183	0.543226	TMEM106C
GSE27786_LSK_VS_NEUTROPHIL_DN	186	0.494585	1	2.03584	0.391183	0.543226	BAZ1A
GSE27786_BCELL_VS_CD4_TCELL_UP	186	0.494585	1	2.03584	0.391183	0.543226	DLAT
GSE28237_FOLLICULAR_VS_EARLY_GC_BCELL_UP	186	0.494585	1	2.03584	0.391183	0.543226	PRCP
GSE29618_PRE_VS_DAY7_FLU_VACCINE_MONOCYTE_UP	186	0.494585	1	2.03584	0.391183	0.543226	CA9
GSE32423_IL7_VS_IL4_MEMORY_CD8_TCELL_DN	186	0.494585	1	2.03584	0.391183	0.543226	CHCHD10
GSE36392_TYPE_2_MYELOID_VS_MAC_IL25_TREATED_LUNG_DN	186	0.494585	1	2.03584	0.391183	0.543226	PRCP
GSE37416_0H_VS_24H_F_TULARENSIS_LVS_NEUTROPHIL_UP	186	0.494585	1	2.03584	0.391183	0.543226	PRCP
GSE39820_CTRL_VS_TGFBETA1_IL6_IL23A_CD4_TCELL_UP	186	0.494585	1	2.03584	0.391183	0.543226	PPIC
GSE7460_TREG_VS_TCONV_ACT_DN	186	0.494585	1	2.03584	0.391183	0.543226	OGDH
GSE7460_FOXP3_MUT_VS_WT_ACT_TCONV_DN	186	0.494585	1	2.03584	0.391183	0.543226	OGDH
GSE9988_LOW_LPS_VS_CTRL_TREATED_MONOCYTE_UP	186	0.494585	1	2.03584	0.391183	0.543226	SOD2
GSE10239_MEMORY_VS_KLRG1INT_EFF_CD8_TCELL_DN	187	0.497244	1	2.02485	0.392808	0.543226	PPIC
GSE10239_KLRG1INT_VS_KLRG1HIGH_EFF_CD8_TCELL_UP	187	0.497244	1	2.02485	0.392808	0.543226	FAM162A
GSE11864_UNTREATED_VS_CSF1_IN_MAC_DN	187	0.497244	1	2.02485	0.392808	0.543226	AIFM1
GSE11864_CSF1_VS_CSF1_PAM3CYS_IN_MAC_UP	187	0.497244	1	2.02485	0.392808	0.543226	WIPI1
GSE11924_TH2_VS_TH17_CD4_TCELL_DN	187	0.497244	1	2.02485	0.392808	0.543226	RNF14
GSE12366_GC_BCELL_VS_PLASMA_CELL_DN	187	0.497244	1	2.02485	0.392808	0.543226	ISCU
GSE14769_UNSTIM_VS_80MIN_LPS_BMDM_UP	187	0.497244	1	2.02485	0.392808	0.543226	SKA2
GSE15750_DAY6_VS_DAY10_TRAF6KO_EFF_CD8_TCELL_DN	187	0.497244	1	2.02485	0.392808	0.543226	TELO2
GSE15930_NAIVE_VS_48H_IN_VITRO_STIM_IL12_CD8_TCELL_DN	187	0.497244	1	2.02485	0.392808	0.543226	CRABP2
GSE17721_LPS_VS_GARDIQUIMOD_1H_BMDM_DN	187	0.497244	1	2.02485	0.392808	0.543226	DLAT
GSE17974_0.5H_VS_72H_IL4_AND_ANTI_IL12_ACT_CD4_TCELL_UP	187	0.497244	1	2.02485	0.392808	0.543226	TP53INP2
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_12H_DN	187	0.497244	1	2.02485	0.392808	0.543226	LYN
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_16H_DN	187	0.497244	1	2.02485	0.392808	0.543226	SOD2
GSE22886_CD8_VS_CD4_NAIVE_TCELL_DN	187	0.497244	1	2.02485	0.392808	0.543226	GAS2L1
GSE22886_NAIVE_TCELL_VS_NEUTROPHIL_DN	187	0.497244	1	2.02485	0.392808	0.543226	SOD2
GSE2706_2H_VS_8H_LPS_STIM_DC_DN	187	0.497244	1	2.02485	0.392808	0.543226	LYN
GSE29615_CTRL_VS_DAY3_LAIV_IFLU_VACCINE_PBMC_UP	187	0.497244	1	2.02485	0.392808	0.543226	COX7A2
GSE32423_CTRL_VS_IL4_MEMORY_CD8_TCELL_DN	187	0.497244	1	2.02485	0.392808	0.543226	NDUFB10
GSE3982_MAC_VS_NEUTROPHIL_UP	187	0.497244	1	2.02485	0.392808	0.543226	APOO
GSE3982_NEUTROPHIL_VS_TH1_DN	187	0.497244	1	2.02485	0.392808	0.543226	MGST3
GSE39820_IL1B_IL6_VS_IL1B_IL6_IL23A_TREATED_CD4_TCELL_DN	187	0.497244	1	2.02485	0.392808	0.543226	PPIC
GSE7460_CTRL_VS_TGFB_TREATED_ACT_CD8_TCELL_DN	187	0.497244	1	2.02485	0.392808	0.543226	ZDHHC23
GSE13306_TREG_VS_TCONV_UP	188	0.499903	1	2.01398	0.39443	0.543226	ZDHHC23
GSE13306_RA_VS_UNTREATED_TCONV_DN	188	0.499903	1	2.01398	0.39443	0.543226	FTH1
GSE13411_NAIVE_VS_MEMORY_BCELL_UP	188	0.499903	1	2.01398	0.39443	0.543226	NXPH4
GSE14026_TH1_VS_TH17_UP	188	0.499903	1	2.01398	0.39443	0.543226	NUDT11
GSE1460_CORD_VS_ADULT_BLOOD_NAIVE_CD4_TCELL_UP	188	0.499903	1	2.01398	0.39443	0.543226	CPEB3
GSE17721_POLYIC_VS_PAM3CSK4_12H_BMDM_UP	188	0.499903	1	2.01398	0.39443	0.543226	STX4
GSE17721_LPS_VS_PAM3CSK4_24H_BMDM_UP	188	0.499903	1	2.01398	0.39443	0.543226	COMTD1
GSE17721_POLYIC_VS_CPG_8H_BMDM_UP	188	0.499903	1	2.01398	0.39443	0.543226	PRCP
GSE17721_POLYIC_VS_CPG_8H_BMDM_DN	188	0.499903	1	2.01398	0.39443	0.543226	FAM162A
GSE18791_CTRL_VS_NEWCASTLE_VIRUS_DC_8H_DN	188	0.499903	1	2.01398	0.39443	0.543226	IFI44L
GSE20366_CD103_KLRG1_DP_VS_DN_TREG_UP	188	0.499903	1	2.01398	0.39443	0.543226	CHCHD10
GSE22886_NAIVE_CD8_TCELL_VS_MEMORY_TCELL_UP	188	0.499903	1	2.01398	0.39443	0.543226	MRPL41
GSE22886_NEUTROPHIL_VS_MONOCYTE_UP	188	0.499903	1	2.01398	0.39443	0.543226	TCN1
GSE22886_TH1_VS_TH2_12H_ACT_DN	188	0.499903	1	2.01398	0.39443	0.543226	SLC39A8
GSE2706_2H_VS_8H_R848_AND_LPS_STIM_DC_DN	188	0.499903	1	2.01398	0.39443	0.543226	SOD2
GSE27786_LIN_NEG_VS_NKTCELL_UP	188	0.499903	1	2.01398	0.39443	0.543226	TMEM106C
GSE27786_BCELL_VS_NKTCELL_UP	188	0.499903	1	2.01398	0.39443	0.543226	UQCRB
GSE28237_FOLLICULAR_VS_LATE_GC_BCELL_UP	188	0.499903	1	2.01398	0.39443	0.543226	ZDHHC23
GSE29614_CTRL_VS_DAY7_TIV_FLU_VACCINE_PBMC_DN	188	0.499903	1	2.01398	0.39443	0.543226	SDHA
GSE34205_HEALTHY_VS_FLU_INF_INFANT_PBMC_DN	188	0.499903	1	2.01398	0.39443	0.543226	IFI44L
GSE37416_12H_VS_24H_F_TULARENSIS_LVS_NEUTROPHIL_UP	188	0.499903	1	2.01398	0.39443	0.543226	HIGD1A
GSE3982_MEMORY_CD4_TCELL_VS_TH2_UP	188	0.499903	1	2.01398	0.39443	0.543226	ITGA5
GSE3982_EOSINOPHIL_VS_BASOPHIL_DN	188	0.499903	1	2.01398	0.39443	0.543226	HADHB
GSE3982_EOSINOPHIL_VS_TH2_UP	188	0.499903	1	2.01398	0.39443	0.543226	CPEB3
GSE3982_DC_VS_MAC_UP	188	0.499903	1	2.01398	0.39443	0.543226	ARHGEF6
GSE3982_DC_VS_TH1_UP	188	0.499903	1	2.01398	0.39443	0.543226	GAS2L1
GSE3982_MAC_VS_BASOPHIL_DN	188	0.499903	1	2.01398	0.39443	0.543226	NACA
GSE3982_MAC_VS_TH1_UP	188	0.499903	1	2.01398	0.39443	0.543226	FTH1
GSE3982_BASOPHIL_VS_NKCELL_UP	188	0.499903	1	2.01398	0.39443	0.543226	TPT1
GSE3982_CENT_MEMORY_CD4_TCELL_VS_TH1_UP	188	0.499903	1	2.01398	0.39443	0.543226	NACA
GSE6566_STRONG_VS_WEAK_DC_STIMULATED_CD4_TCELL_DN	188	0.499903	1	2.01398	0.39443	0.543226	TPT1
GSE7460_WT_VS_FOXP3_HET_ACT_WITH_TGFB_TCONV_DN	188	0.499903	1	2.01398	0.39443	0.543226	RNASE4
GSE11864_CSF1_IFNG_VS_CSF1_IFNG_PAM3CYS_IN_MAC_UP	189	0.502562	1	2.00323	0.396046	0.543226	GSTK1
GSE11924_TFH_VS_TH2_CD4_TCELL_DN	189	0.502562	1	2.00323	0.396046	0.543226	ACSL4
GSE13229_MATURE_VS_INTMATURE_NKCELL_UP	189	0.502562	1	2.00323	0.396046	0.543226	CHCHD10
GSE13411_IGM_VS_SWITCHED_MEMORY_BCELL_DN	189	0.502562	1	2.00323	0.396046	0.543226	TMEM106C
GSE14000_UNSTIM_VS_16H_LPS_DC_TRANSLATED_RNA_UP	189	0.502562	1	2.00323	0.396046	0.543226	MGST3
GSE14308_TH2_VS_TH1_DN	189	0.502562	1	2.00323	0.396046	0.543226	HSD17B12
GSE14308_TH2_VS_NATURAL_TREG_UP	189	0.502562	1	2.00323	0.396046	0.543226	NDUFB10
GSE14769_UNSTIM_VS_60MIN_LPS_BMDM_DN	189	0.502562	1	2.00323	0.396046	0.543226	SOD2
GSE15767_MED_VS_SCS_MAC_LN_DN	189	0.502562	1	2.00323	0.396046	0.543226	FASTKD1
GSE15930_STIM_VS_STIM_AND_TRICHOSTATINA_72H_CD8_T_CELL_UP	189	0.502562	1	2.00323	0.396046	0.543226	TPT1
GSE17721_CTRL_VS_CPG_0.5H_BMDM_DN	189	0.502562	1	2.00323	0.396046	0.543226	NDUFB10
GSE17721_CTRL_VS_CPG_24H_BMDM_UP	189	0.502562	1	2.00323	0.396046	0.543226	ISCU
GSE17721_CTRL_VS_GARDIQUIMOD_4H_BMDM_DN	189	0.502562	1	2.00323	0.396046	0.543226	SHISA2
GSE17721_CTRL_VS_GARDIQUIMOD_24H_BMDM_DN	189	0.502562	1	2.00323	0.396046	0.543226	PPIC
GSE17721_LPS_VS_POLYIC_2H_BMDM_DN	189	0.502562	1	2.00323	0.396046	0.543226	RPL9
GSE17721_CPG_VS_GARDIQUIMOD_2H_BMDM_UP	189	0.502562	1	2.00323	0.396046	0.543226	ETFDH
GSE17721_PAM3CSK4_VS_GADIQUIMOD_24H_BMDM_DN	189	0.502562	1	2.00323	0.396046	0.543226	FTH1
GSE17721_LPS_VS_CPG_2H_BMDM_DN	189	0.502562	1	2.00323	0.396046	0.543226	WIPI1
GSE17721_POLYIC_VS_GARDIQUIMOD_12H_BMDM_DN	189	0.502562	1	2.00323	0.396046	0.543226	ESRRA
GSE17721_LPS_VS_GARDIQUIMOD_16H_BMDM_UP	189	0.502562	1	2.00323	0.396046	0.543226	SMPDL3A
GSE17721_LPS_VS_GARDIQUIMOD_24H_BMDM_UP	189	0.502562	1	2.00323	0.396046	0.543226	UQCRC2
GSE17721_0.5H_VS_4H_PAM3CSK4_BMDM_UP	189	0.502562	1	2.00323	0.396046	0.543226	UQCRC2
GSE22886_CD4_TCELL_VS_BCELL_NAIVE_DN	189	0.502562	1	2.00323	0.396046	0.543226	CPEB3
GSE22886_NAIVE_CD8_TCELL_VS_DC_UP	189	0.502562	1	2.00323	0.396046	0.543226	IL32
GSE24634_TEFF_VS_TCONV_DAY10_IN_CULTURE_UP	189	0.502562	1	2.00323	0.396046	0.543226	COQ3
GSE2706_UNSTIM_VS_8H_LPS_DC_DN	189	0.502562	1	2.00323	0.396046	0.543226	BAZ1A
GSE2706_R848_VS_R848_AND_LPS_2H_STIM_DC_DN	189	0.502562	1	2.00323	0.396046	0.543226	SOD2
GSE27786_LSK_VS_NKCELL_DN	189	0.502562	1	2.00323	0.396046	0.543226	RBM47
GSE27786_BCELL_VS_CD8_TCELL_DN	189	0.502562	1	2.00323	0.396046	0.543226	FASTKD1
GSE27786_BCELL_VS_NKCELL_UP	189	0.502562	1	2.00323	0.396046	0.543226	ACAT1
GSE29615_CTRL_VS_LAIV_FLU_VACCINE_PBMC_UP	189	0.502562	1	2.00323	0.396046	0.543226	ATP1B1
GSE29618_BCELL_VS_MDC_UP	189	0.502562	1	2.00323	0.396046	0.543226	ISCU
GSE30083_SP1_VS_SP3_THYMOCYTE_DN	189	0.502562	1	2.00323	0.396046	0.543226	SMPDL3A
GSE32423_MEMORY_VS_NAIVE_CD8_TCELL_IL7_IL4_UP	189	0.502562	1	2.00323	0.396046	0.543226	RNASE4
GSE32423_IL7_VS_IL7_IL4_MEMORY_CD8_TCELL_DN	189	0.502562	1	2.00323	0.396046	0.543226	ACAT1
GSE33513_TCF7_KO_VS_HET_EARLY_THYMIC_PROGENITOR_UP	189	0.502562	1	2.00323	0.396046	0.543226	RNASE4
GSE3982_MAST_CELL_VS_NEUTROPHIL_UP	189	0.502562	1	2.00323	0.396046	0.543226	UQCRC2
GSE3982_MAST_CELL_VS_CENT_MEMORY_CD4_TCELL_DN	189	0.502562	1	2.00323	0.396046	0.543226	IFI44L
GSE3982_MAST_CELL_VS_TH2_UP	189	0.502562	1	2.00323	0.396046	0.543226	SMPDL3A
GSE3982_BCELL_VS_BASOPHIL_UP	189	0.502562	1	2.00323	0.396046	0.543226	APOO
GSE3982_BCELL_VS_TH1_UP	189	0.502562	1	2.00323	0.396046	0.543226	NACA
GSE3982_BASOPHIL_VS_TH2_UP	189	0.502562	1	2.00323	0.396046	0.543226	CPEB3
GSE3982_NKCELL_VS_TH2_UP	189	0.502562	1	2.00323	0.396046	0.543226	ANTXR1
GSE7764_NKCELL_VS_SPLENOCYTE_UP	189	0.502562	1	2.00323	0.396046	0.543226	ATP1B1
GSE8678_IL7R_LOW_VS_HIGH_EFF_CD8_TCELL_DN	189	0.502562	1	2.00323	0.396046	0.543226	SOD2
GSE9650_EFFECTOR_VS_EXHAUSTED_CD8_TCELL_DN	189	0.502562	1	2.00323	0.396046	0.543226	IMMT
GSE9988_LPS_VS_CTRL_TREATED_MONOCYTE_DN	189	0.502562	1	2.00323	0.396046	0.543226	CNBP
GSE9988_LOW_LPS_VS_CTRL_TREATED_MONOCYTE_DN	189	0.502562	1	2.00323	0.396046	0.543226	CNBP
GSE11864_CSF1_VS_CSF1_IFNG_PAM3CYS_IN_MAC_UP	190	0.505221	1	1.99258	0.397659	0.543226	TPT1
GSE11924_TFH_VS_TH1_CD4_TCELL_UP	190	0.505221	1	1.99258	0.397659	0.543226	LYN
GSE11924_TFH_VS_TH17_CD4_TCELL_UP	190	0.505221	1	1.99258	0.397659	0.543226	STX4
GSE11924_TH1_VS_TH17_CD4_TCELL_DN	190	0.505221	1	1.99258	0.397659	0.543226	ACSL4
GSE13493_CD4INTCD8POS_VS_CD8POS_THYMOCYTE_DN	190	0.505221	1	1.99258	0.397659	0.543226	GPR3
GSE14769_UNSTIM_VS_40MIN_LPS_BMDM_DN	190	0.505221	1	1.99258	0.397659	0.543226	COQ9
GSE14769_UNSTIM_VS_80MIN_LPS_BMDM_DN	190	0.505221	1	1.99258	0.397659	0.543226	SOD2
GSE15750_WT_VS_TRAF6KO_DAY10_EFF_CD8_TCELL_DN	190	0.505221	1	1.99258	0.397659	0.543226	GPR3
GSE15930_STIM_VS_STIM_AND_IL-12_24H_CD8_T_CELL_UP	190	0.505221	1	1.99258	0.397659	0.543226	COQ9
GSE17721_CTRL_VS_LPS_24H_BMDM_UP	190	0.505221	1	1.99258	0.397659	0.543226	SMPDL3A
GSE17721_CTRL_VS_POLYIC_1H_BMDM_UP	190	0.505221	1	1.99258	0.397659	0.543226	SMPDL3A
GSE17721_CTRL_VS_CPG_2H_BMDM_UP	190	0.505221	1	1.99258	0.397659	0.543226	RNASE4
GSE17721_CTRL_VS_GARDIQUIMOD_0.5H_BMDM_UP	190	0.505221	1	1.99258	0.397659	0.543226	PDHA1
GSE17721_CTRL_VS_GARDIQUIMOD_0.5H_BMDM_DN	190	0.505221	1	1.99258	0.397659	0.543226	GPR3
GSE17721_LPS_VS_POLYIC_12H_BMDM_DN	190	0.505221	1	1.99258	0.397659	0.543226	PRCP
GSE17721_PAM3CSK4_VS_CPG_0.5H_BMDM_DN	190	0.505221	1	1.99258	0.397659	0.543226	NDUFB10
GSE17721_PAM3CSK4_VS_GADIQUIMOD_16H_BMDM_DN	190	0.505221	1	1.99258	0.397659	0.543226	CNBP
GSE17721_LPS_VS_CPG_6H_BMDM_DN	190	0.505221	1	1.99258	0.397659	0.543226	RPL9
GSE17721_LPS_VS_CPG_8H_BMDM_UP	190	0.505221	1	1.99258	0.397659	0.543226	WIPI1
GSE17721_POLYIC_VS_GARDIQUIMOD_16H_BMDM_UP	190	0.505221	1	1.99258	0.397659	0.543226	CHCHD10
GSE17721_POLYIC_VS_GARDIQUIMOD_24H_BMDM_UP	190	0.505221	1	1.99258	0.397659	0.543226	SMPDL3A
GSE17721_LPS_VS_GARDIQUIMOD_16H_BMDM_DN	190	0.505221	1	1.99258	0.397659	0.543226	HSD17B12
GSE17721_0.5H_VS_24H_PAM3CSK4_BMDM_DN	190	0.505221	1	1.99258	0.397659	0.543226	HSD17B12
GSE17721_0.5H_VS_8H_GARDIQUIMOD_BMDM_DN	190	0.505221	1	1.99258	0.397659	0.543226	ACSL4
GSE20715_WT_VS_TLR4_KO_6H_OZONE_LUNG_UP	190	0.505221	1	1.99258	0.397659	0.543226	GPR3
GSE2197_CPG_DNA_VS_UNTREATED_IN_DC_UP	190	0.505221	1	1.99258	0.397659	0.543226	HSD17B12
GSE22886_IGM_MEMORY_BCELL_VS_BM_PLASMA_CELL_UP	190	0.505221	1	1.99258	0.397659	0.543226	BAZ1A
GSE22886_NAIVE_CD4_TCELL_VS_NEUTROPHIL_DN	190	0.505221	1	1.99258	0.397659	0.543226	SOD2
GSE22886_NAIVE_CD4_TCELL_VS_DC_UP	190	0.505221	1	1.99258	0.397659	0.543226	IL32
GSE2706_UNSTIM_VS_8H_LPS_AND_R848_DC_DN	190	0.505221	1	1.99258	0.397659	0.543226	LYN
GSE27786_LIN_NEG_VS_ERYTHROBLAST_DN	190	0.505221	1	1.99258	0.397659	0.543226	WIPI1
GSE27786_LIN_NEG_VS_MONO_MAC_DN	190	0.505221	1	1.99258	0.397659	0.543226	WIPI1
GSE27786_CD4_TCELL_VS_MONO_MAC_UP	190	0.505221	1	1.99258	0.397659	0.543226	TRIM47
GSE27786_NKTCELL_VS_ERYTHROBLAST_DN	190	0.505221	1	1.99258	0.397659	0.543226	WIPI1
GSE27786_ERYTHROBLAST_VS_MONO_MAC_UP	190	0.505221	1	1.99258	0.397659	0.543226	FAM162A
GSE28237_FOLLICULAR_VS_LATE_GC_BCELL_DN	190	0.505221	1	1.99258	0.397659	0.543226	UQCRB
GSE29618_PRE_VS_DAY7_POST_TIV_FLU_VACCINE_BCELL_UP	190	0.505221	1	1.99258	0.397659	0.543226	CRABP2
GSE29618_LAIV_VS_TIV_FLU_VACCINE_DAY7_PDC_UP	190	0.505221	1	1.99258	0.397659	0.543226	APOO
GSE30083_SP1_VS_SP2_THYMOCYTE_DN	190	0.505221	1	1.99258	0.397659	0.543226	GSTM1
GSE32423_CTRL_VS_IL7_MEMORY_CD8_TCELL_UP	190	0.505221	1	1.99258	0.397659	0.543226	COX7A2
GSE339_EX_VIVO_VS_IN_CULTURE_CD4POS_DC_DN	190	0.505221	1	1.99258	0.397659	0.543226	FTH1
GSE339_EX_VIVO_VS_IN_CULTURE_CD4CD8DN_DC_UP	190	0.505221	1	1.99258	0.397659	0.543226	COQ9
GSE360_L_MAJOR_VS_T_GONDII_DC_DN	190	0.505221	1	1.99258	0.397659	0.543226	SDHA
GSE360_L_MAJOR_VS_B_MALAYI_HIGH_DOSE_DC_DN	190	0.505221	1	1.99258	0.397659	0.543226	OGDH
GSE360_T_GONDII_VS_B_MALAYI_HIGH_DOSE_DC_UP	190	0.505221	1	1.99258	0.397659	0.543226	SOD2
GSE36476_YOUNG_VS_OLD_DONOR_MEMORY_CD4_TCELL_72H_TSST_ACT_DN	190	0.505221	1	1.99258	0.397659	0.543226	RBM47
GSE37416_0H_VS_48H_F_TULARENSIS_LVS_NEUTROPHIL_UP	190	0.505221	1	1.99258	0.397659	0.543226	PRCP
GSE3982_MEMORY_CD4_TCELL_VS_TH1_UP	190	0.505221	1	1.99258	0.397659	0.543226	ITGA5
GSE3982_BASOPHIL_VS_TH1_UP	190	0.505221	1	1.99258	0.397659	0.543226	NACA
GSE3982_EFF_MEMORY_VS_CENT_MEMORY_CD4_TCELL_DN	190	0.505221	1	1.99258	0.397659	0.543226	GSTM1
GSE7400_CTRL_VS_CSF3_IN_VIVO_TREATED_PBMC_UP	190	0.505221	1	1.99258	0.397659	0.543226	PRKRA
GSE9650_EXHAUSTED_VS_MEMORY_CD8_TCELL_DN	190	0.505221	1	1.99258	0.397659	0.543226	HADHB
GSE10325_CD4_TCELL_VS_BCELL_DN	191	0.50788	1	1.98205	0.399267	0.543226	LYN
GSE13229_IMM_VS_MATURE_NKCELL_DN	191	0.50788	1	1.98205	0.399267	0.543226	TMEM106C
GSE13306_TREG_VS_TCONV_SPLEEN_DN	191	0.50788	1	1.98205	0.399267	0.543226	SLC39A8
GSE14308_TH17_VS_INDUCED_TREG_UP	191	0.50788	1	1.98205	0.399267	0.543226	RNASE4
GSE1460_INTRATHYMIC_T_PROGENITOR_VS_THYMIC_STROMAL_CELL_UP	191	0.50788	1	1.98205	0.399267	0.543226	FASTKD1
GSE15324_NAIVE_VS_ACTIVATED_ELF4_KO_CD8_TCELL_DN	191	0.50788	1	1.98205	0.399267	0.543226	PRKRA
GSE15750_DAY6_VS_DAY10_EFF_CD8_TCELL_UP	191	0.50788	1	1.98205	0.399267	0.543226	SKA2
GSE15750_DAY6_VS_DAY10_TRAF6KO_EFF_CD8_TCELL_UP	191	0.50788	1	1.98205	0.399267	0.543226	MGST3
GSE15930_NAIVE_VS_72H_IN_VITRO_STIM_TRICHOSTATINA_CD8_TCELL_UP	191	0.50788	1	1.98205	0.399267	0.543226	TPT1
GSE17580_TREG_VS_TEFF_S_MANSONI_INF_DN	191	0.50788	1	1.98205	0.399267	0.543226	ATP1B1
GSE17721_CTRL_VS_LPS_24H_BMDM_DN	191	0.50788	1	1.98205	0.399267	0.543226	NDUFA4
GSE17721_CTRL_VS_POLYIC_24H_BMDM_DN	191	0.50788	1	1.98205	0.399267	0.543226	RBM47
GSE17721_CTRL_VS_CPG_12H_BMDM_UP	191	0.50788	1	1.98205	0.399267	0.543226	ACAT1
GSE17721_CTRL_VS_GARDIQUIMOD_2H_BMDM_DN	191	0.50788	1	1.98205	0.399267	0.543226	DLD
GSE17721_CTRL_VS_GARDIQUIMOD_4H_BMDM_UP	191	0.50788	1	1.98205	0.399267	0.543226	RNASE4
GSE17721_LPS_VS_POLYIC_1H_BMDM_DN	191	0.50788	1	1.98205	0.399267	0.543226	CRABP2
GSE17721_POLYIC_VS_PAM3CSK4_8H_BMDM_UP	191	0.50788	1	1.98205	0.399267	0.543226	CLYBL
GSE17721_POLYIC_VS_PAM3CSK4_24H_BMDM_DN	191	0.50788	1	1.98205	0.399267	0.543226	NDUFB10
GSE17721_POLYIC_VS_CPG_0.5H_BMDM_DN	191	0.50788	1	1.98205	0.399267	0.543226	ACAT1
